"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"951","204020_at","PURA","5813","purine rich element binding protein A",0.949244382753016,4.14353836248862,2.37124430595597,0.024616529014097,0.0352650559368025,-4.29859287600722
"952","204027_s_at","METTL1","4234","methyltransferase like 1",-1.39053972499627,5.79007396779549,-4.3857839486822,0.000140188087440298,0.000408031224943392,0.603935191735586
"953","204032_at","BCAR3","8412","BCAR3 adaptor protein, NSP family member",2.55107880693462,3.5145202929294,7.78989839761332,1.40669142101841e-08,1.89483889093048e-07,9.68804748313998
"954","204033_at","TRIP13","9319","thyroid hormone receptor interactor 13",0.392923989490442,4.14805220387275,0.908381648191135,0.371194803127106,0.409206286243618,-6.51212073563279
"955","204034_at","ETHE1","23474","ETHE1 persulfide dioxygenase",-2.53772872633388,5.14586560658381,-6.70940822685856,2.37116332525744e-07,2.07194509611781e-06,6.89024643765056
"956","204039_at","CEBPA","1050","CCAAT enhancer binding protein alpha",-0.894435078612055,3.48108738137544,-2.29464462972464,0.0292141199773189,0.0409913317642805,-4.45242635294757
"957","204043_at","TCN2","6948","transcobalamin 2",-0.999167839765231,4.97859631736236,-2.42121544112628,0.0219833357407308,0.0317977831938887,-4.19641352139845
"958","204044_at","QPRT","23475","quinolinate phosphoribosyltransferase",-0.925452104358151,4.52700932842463,-3.2551053014918,0.00289063119499413,0.00539254996958933,-2.31108857588708
"959","204048_s_at","PHACTR2","9749","phosphatase and actin regulator 2",-0.474588099764899,3.13443356329092,-1.28564181716655,0.208781642705688,0.242129127148193,-6.10554080717493
"960","204053_x_at","PTEN","5728","phosphatase and tensin homolog",2.94961390538202,5.16571975336364,8.14854308472134,5.68355589836321e-09,8.85888616281555e-08,10.5851832480386
"961","204057_at","IRF8","3394","interferon regulatory factor 8",2.8890103099871,8.71292561877503,7.6148142077516,2.20241757653799e-08,2.76122973803846e-07,9.24407644513878
"962","204070_at","PLAAT4","5920","phospholipase A and acyltransferase 4",-2.56689392481605,6.21451790591052,-5.69620526113463,3.72971237462024e-06,1.93624192752744e-05,4.16504958615415
"963","204076_at","ENTPD4","9583","ectonucleoside triphosphate diphosphohydrolase 4",2.8288680147277,6.75450339253644,6.34030370049416,6.40652554308237e-07,4.58566376195453e-06,5.90631112634299
"964","204079_at","TPST2","8459","tyrosylprotein sulfotransferase 2",0.716774239526284,7.00871968832175,1.58311062826456,0.124287005735456,0.151539305996387,-5.69785459759363
"965","204084_s_at","CLN5","1203","CLN5 intracellular trafficking protein",-0.39060023679344,3.44500292724453,-0.964559224101075,0.342773352397516,0.38013238029373,-6.4598070903263
"966","204087_s_at","SLC5A6","8884","solute carrier family 5 member 6",-0.82547665194577,6.16876292218671,-2.13105157499906,0.0417246440399048,0.0565053297514577,-4.76910652284683
"967","204092_s_at","AURKA","6790","aurora kinase A",0.956734004299783,5.94685337481995,2.48364870180579,0.0190563920018801,0.0280053347330142,-4.06679056366819
"968","204093_at","CCNH","902","cyclin H",0.705325383290639,4.77986542484029,2.00668671354401,0.0542261196730048,0.0713160766485646,-4.99843050331782
"969","204094_s_at","TSC22D2","9819","TSC22 domain family member 2",0.694304953698023,5.53827903111818,1.54428353925204,0.133407815690386,0.16139267364162,-5.75517728697871
"970","204102_s_at","EEF2","1938","eukaryotic translation elongation factor 2",1.02466015877101,7.79613923903439,2.70062028269955,0.0114536561884907,0.0178457777047229,-3.60029539676423
"971","204103_at","CCL4","6351","C-C motif chemokine ligand 4",-1.65054596283747,5.10763359912444,-4.39609277256303,0.000136267678775793,0.000397193226872111,0.631582139450241
"972","204112_s_at","HNMT","3176","histamine N-methyltransferase",-0.832802789704528,2.94670752088531,-2.622568197152,0.013785429053097,0.020937463163037,-3.77087515457946
"973","204118_at","CD48","962","CD48 molecule",-0.414343690452212,4.93154379979014,-1.14241813117238,0.262663205149205,0.299370795930926,-6.27498812742817
"974","204121_at","GADD45G","10912","growth arrest and DNA damage inducible gamma",-3.25759572300119,5.2510697477213,-7.61857593079208,2.18121814120934e-08,2.74317060313462e-07,9.25365572519793
"975","204122_at","TYROBP","7305","TYRO protein tyrosine kinase binding protein",-2.42831347355578,5.92801205552472,-5.82553171403192,2.61260761080292e-06,1.45076986586126e-05,4.51654980925635
"976","204127_at","RFC3","5983","replication factor C subunit 3",2.18956338110351,3.28060687445801,5.45969229551502,7.16731967643384e-06,3.34116276371402e-05,3.52072161218917
"977","204131_s_at","FOXO3","2309","forkhead box O3",-1.23053181251729,5.60841440215974,-3.40688241074175,0.00195233115662883,0.00385218029291817,-1.93812559032954
"978","204137_at","GPR137B","7107","G protein-coupled receptor 137B",-0.103382167826611,5.07818511583119,-0.22778001538545,0.821422192579638,0.841004664327669,-6.90242757851636
"979","204141_at","TUBB2A","7280","tubulin beta 2A class IIa",-0.186460783528284,8.27144936517333,-0.275212678184445,0.785112284851757,0.807104225603906,-6.89022853033056
"980","204146_at","RAD51AP1","10635","RAD51 associated protein 1",1.86386733299206,3.50851907653098,5.139467111851,1.74077187358885e-05,7.02047557810007e-05,2.64703941272493
"981","204157_s_at","SIK3","23387","SIK family kinase 3",-0.573294064353211,4.21054052628541,-1.26358403592875,0.216484380474124,0.250414740393707,-6.13280704361159
"982","204159_at","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",3.28481781688352,4.09463149708897,10.7793375519901,1.23083876775209e-11,5.71137483381055e-10,16.6316258921272
"983","204162_at","NDC80","10403","NDC80 kinetochore complex component",2.17352221636829,4.36352339513663,5.63110639901634,4.46319444747667e-06,2.22994009708704e-05,3.9878660479611
"984","204168_at","MGST2","4258","microsomal glutathione S-transferase 2",-1.05977675494131,6.33629647723611,-2.84369768134573,0.00810693823280986,0.0132608223848677,-3.28005195605634
"985","204170_s_at","CKS2","1164","CDC28 protein kinase regulatory subunit 2",0.306370041142314,8.43985850316128,0.816755531976019,0.420754651115666,0.457593353058713,-6.59106406918636
"986","204182_s_at","ZBTB43","23099","zinc finger and BTB domain containing 43",1.07507828153704,4.17830977708552,2.89285881526368,0.00718720433250236,0.0119331640847472,-3.16787462601772
"987","204185_x_at","PPID","5481","peptidylprolyl isomerase D",-0.668470857388973,4.90359278297881,-1.49713250999546,0.145209020409401,0.17410419227584,-5.8231656675853
"988","204190_at","USPL1","10208","ubiquitin specific peptidase like 1",2.55504419497566,3.64287617177669,8.05335478467459,7.2174568991272e-09,1.07959296200943e-07,10.3487121958644
"989","204204_at","SLC31A2","1318","solute carrier family 31 member 2",-2.68736502238456,5.40567803314882,-5.82430160803069,2.62145675898687e-06,1.45368419450961e-05,4.51320996629225
"990","204207_s_at","RNGTT","8732","RNA guanylyltransferase and 5'-phosphatase",1.22121297701468,3.18286487492971,3.02937403385632,0.00512287920996776,0.00889125682314698,-2.85098966412438
"991","204209_at","PCYT1A","5130","phosphate cytidylyltransferase 1, choline, alpha",-0.869295056343553,3.87960716521724,-2.8842873855506,0.0073401331581994,0.0121393353378333,-3.18750921203943
"992","204214_s_at","RAB32","10981","RAB32, member RAS oncogene family",-1.79471054172162,5.19292255974248,-3.74866532447819,0.000791774508710824,0.0017777495504258,-1.07369802838794
"993","204215_at","TMEM243","79161","transmembrane protein 243",2.1143675078168,6.62964618032694,5.28706583190985,1.15607060339126e-05,4.92825451519588e-05,3.04975881696463
"994","204224_s_at","GCH1","2643","GTP cyclohydrolase 1",2.21237391751101,5.29104401552854,4.75201929326891,5.098115474709e-05,0.00017412091515567,1.59237971973838
"995","204232_at","FCER1G","2207","Fc fragment of IgE receptor Ig",-1.80019145824029,5.01183738116475,-3.72009843003425,0.000854552054911381,0.00190177874623883,-1.14709805298596
"996","204235_s_at","GULP1","51454","GULP PTB domain containing engulfment adaptor 1",0.0261426448498439,2.66985174687617,0.0693938061450758,0.945154419151735,0.949799300536684,-6.92652398001707
"997","204240_s_at","SMC2","10592","structural maintenance of chromosomes 2",2.84519695028197,3.13756717278764,8.81451649600816,1.10402782925211e-09,2.29740224056225e-08,12.2055769366584
"998","204244_s_at","DBF4","10926","DBF4 zinc finger",2.02387262244222,3.49993672266981,5.62404995875924,4.55095958671378e-06,2.2709794624924e-05,3.96865143946443
"999","204249_s_at","LMO2","4005","LIM domain only 2",4.63099166257165,4.97226938741125,11.7335855754889,1.6513923442168e-12,1.2345686840006e-10,18.5945167877984
"1000","204254_s_at","VDR","7421","vitamin D receptor",-1.1853982001819,5.04908848090958,-2.89129873571193,0.0072148129778944,0.0119614784360409,-3.17145067045397
"1001","204259_at","MMP7","4316","matrix metallopeptidase 7",-0.504146346577731,3.86613822626705,-1.56734917431713,0.12792589419489,0.155576949616986,-5.72126864955634
"1002","204274_at","EBAG9","9166","estrogen receptor binding site associated antigen 9",2.68256278221343,4.81836849551099,5.74027496066731,3.30329029860669e-06,1.7662758854934e-05,4.28490734617194
"1003","204279_at","PSMB9","5698","proteasome subunit beta 9",-1.39747588542019,9.25726203864816,-4.55141269558119,8.88013284221154e-05,0.000275974567236397,1.04949157763609
"1004","204285_s_at","PMAIP1","5366","phorbol-12-myristate-13-acetate-induced protein 1",0.713106981676403,3.58638149027183,1.59780507380755,0.120971429064423,0.147809218865943,-5.67584875641245
"1005","204295_at","SURF1","6834","SURF1 cytochrome c oxidase assembly factor",-0.958365854188735,7.33604642657457,-3.01146658103854,0.00535735351392143,0.00925444421724467,-2.89299267396907
"1006","204297_at","PIK3C3","5289","phosphatidylinositol 3-kinase catalytic subunit type 3",0.667434786610704,3.77689500354809,1.80337687194042,0.0817717308240187,0.103570028375128,-5.35056336028678
"1007","204313_s_at","CREB1","1385","cAMP responsive element binding protein 1",2.64976975361283,4.41747705172561,6.15854819431174,1.04990614448433e-06,6.89182293541991e-06,5.41763123689943
"1008","204328_at","TMC6","11322","transmembrane channel like 6",1.09271823927316,6.25158532566774,3.75191647483932,0.000784921718795025,0.00176530862327327,-1.0653324677011
"1009","204341_at","TRIM16","10626","tripartite motif containing 16",-0.743226637359011,4.40173922775059,-2.38865852998824,0.0236678755630313,0.0340146719999848,-4.26314580041428
"1010","204343_at","ABCA3","21","ATP binding cassette subfamily A member 3",-1.36190219413788,5.29130694668973,-3.14886867790144,0.00379089658048357,0.00681685946343526,-2.56752003384118
"1011","204348_s_at","AK4","205","adenylate kinase 4",-1.27791262682047,3.78472256188948,-4.31138717355904,0.000171989733989053,0.000486561006386689,0.404785523722746
"1012","204352_at","TRAF5","7188","TNF receptor associated factor 5",3.65855805683398,5.31457671509997,11.6838441918276,1.8287715530392e-12,1.33896987249098e-10,18.4950837328118
"1013","204354_at","POT1","25913","protection of telomeres 1",1.32552739351465,3.8209364544646,3.54421284924009,0.00136242152282189,0.0028424267119545,-1.59457810700255
"1014","204373_s_at","CEP350","9857","centrosomal protein 350",1.78315288392939,3.99468800004674,3.46608712755018,0.00167270143921285,0.00338650737718268,-1.79068988833505
"1015","204386_s_at","MRPL57","78988","mitochondrial ribosomal protein L57",-1.36339898144867,8.7379977728842,-4.87414015183836,3.63417742038835e-05,0.000129948398991211,1.92415241349536
"1016","204401_at","KCNN4","3783","potassium calcium-activated channel subfamily N member 4",-0.3724638802889,4.62129449627802,-1.1004982059983,0.280203473490578,0.317035152040769,-6.32114029953717
"1017","204407_at","TTF2","8458","transcription termination factor 2",0.795243016308085,3.61371679290218,2.09920761740777,0.0446541724150391,0.0598939001347797,-4.8287918508561
"1018","204409_s_at","EIF1AY","9086","eukaryotic translation initiation factor 1A Y-linked",0.713281661493842,2.65223241817871,1.59090336635426,0.122519514718408,0.149564947359605,-5.68620569018846
"1019","204415_at","IFI6","2537","interferon alpha inducible protein 6",-3.46701037382224,5.16644813937365,-7.71173856216053,1.71755591151302e-08,2.22950907227591e-07,9.4903309095398
"1020","204416_x_at","APOC1","341","apolipoprotein C1",-5.39383389007425,7.94506912362554,-12.4719609130611,3.75461761579576e-13,3.78934782874187e-11,20.0344983598049
"1021","204417_at","GALC","2581","galactosylceramidase",-0.115058478211531,3.51725844305911,-0.232675624896163,0.81765437130293,0.837784440850236,-6.90127453701042
"1022","204430_s_at","SLC2A5","6518","solute carrier family 2 member 5",2.39961690441842,6.20658378184578,4.82030544323366,4.21918556365569e-05,0.000147854619101372,1.7777987210403
"1023","204439_at","IFI44L","10964","interferon induced protein 44 like",-0.263907016804183,3.38486683861704,-0.502414414143348,0.619185561439198,0.648418187167326,-6.80020519685936
"1024","204440_at","CD83","9308","CD83 molecule",0.577194222471855,9.93017400890721,1.24006324788735,0.224933148790655,0.259889845926696,-6.16141642255214
"1025","204444_at","KIF11","3832","kinesin family member 11",3.72304127208879,2.93521576325643,11.5595888116028,2.36262120665066e-12,1.53837125987883e-10,18.245332075888
"1026","204446_s_at","ALOX5","240","arachidonate 5-lipoxygenase",4.742388977236,7.6605592405616,6.79767209602156,1.87328942612109e-07,1.68429162878638e-06,7.12364844155176
"1027","204475_at","MMP1","4312","matrix metallopeptidase 1",-1.33305503324159,2.77804371154913,-1.87202993583099,0.071361159998641,0.0915718381800743,-5.23492519146251
"1028","204483_at","ENO3","2027","enolase 3",-2.08428828406646,5.0026696634754,-4.1874961181811,0.00024148857579586,0.000649493258153157,0.0747399956056842
"1029","204484_at","PIK3C2B","5287","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",1.50965309251764,5.28640874407724,5.06981404006978,2.11185605624923e-05,8.22012908672555e-05,2.4570825771823
"1030","204489_s_at","CD44","960","CD44 molecule (Indian blood group)",-4.19735419839529,6.931806352615,-8.83601400437401,1.04816531717904e-09,2.19245771266931e-08,12.2568760189948
"1031","204493_at","BID","637","BH3 interacting domain death agonist",0.527505092399142,5.8899594547854,1.09265089814933,0.283578053117591,0.320225063058941,-6.32960393787808
"1032","204497_at","ADCY9","115","adenylate cyclase 9",-1.07778675279869,2.87599126061674,-2.13046677818557,0.0417768626417641,0.0565570739385653,-4.77020850129775
"1033","204502_at","SAMHD1","25939","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1",-0.402545092642814,4.1000766542422,-1.08664519953117,0.286180185057714,0.32271212488212,-6.33604368650007
"1034","204510_at","CDC7","8317","cell division cycle 7",1.04138367561486,4.90878686545458,3.2668025104106,0.00280509210698529,0.00525482915819007,-2.28261367549837
"1035","204516_at","ATXN7","6314","ataxin 7",2.4379040258439,3.71989394089107,5.37516407757363,9.05683506512711e-06,4.03558975252959e-05,3.29014514682056
"1036","204517_at","PPIC","5480","peptidylprolyl isomerase C",-1.42027081752523,3.17157874512716,-2.80442365321476,0.00892019375253003,0.014318418361417,-3.36889726154943
"1037","204524_at","PDPK1","5170","3-phosphoinositide dependent protein kinase 1",1.5513553885514,6.89920851488465,3.34805343499568,0.00227462442895665,0.00437895031936004,-2.0835657793597
"1038","204529_s_at","TOX","9760","thymocyte selection associated high mobility group box",3.79117429588309,3.40615660990116,11.1156571140373,5.9883095880559e-12,3.22330744093089e-10,17.3369091049119
"1039","204531_s_at","BRCA1","672","BRCA1 DNA repair associated",1.58372815989349,4.92083987754029,3.77306935682676,0.000741728418397067,0.00168411564964508,-1.01084473890335
"1040","204533_at","CXCL10","3627","C-X-C motif chemokine ligand 10",-5.36501920048751,6.07125268005172,-6.36650332743383,5.96760779785606e-07,4.35646160577665e-06,5.97654240878671
"1041","204538_x_at","NPIPA1","9284","nuclear pore complex interacting protein family member A1",0.68044836862115,5.85473778517653,1.86694628495314,0.0720908671756827,0.0923321163668246,-5.24360435493112
"1042","204544_at","HPS5","11234","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2",0.579160360294673,3.60441287781738,1.51653752560706,0.140253972911563,0.168714329154941,-5.79540216066103
"1043","204565_at","ACOT13","55856","acyl-CoA thioesterase 13",-1.03428803569037,4.37474574403401,-2.84934616739612,0.00799588316522032,0.0130950833014176,-3.26721717090153
"1044","204566_at","PPM1D","8493","protein phosphatase, Mg2+/Mn2+ dependent 1D",1.27319690903537,2.54661303110911,4.08957386055143,0.000315439186265239,0.000816299996764595,-0.184534945425641
"1045","204567_s_at","ABCG1","9619","ATP binding cassette subfamily G member 1",-1.05790440185464,4.4282210098355,-2.31183667730729,0.0281192554450187,0.0396914105704687,-4.4181995845645
"1046","204580_at","MMP12","4321","matrix metallopeptidase 12",-6.62925379337101,6.99414922447812,-9.72347754536186,1.2959095245996e-10,3.96332329606711e-09,14.3189493629791
"1047","204581_at","CD22","933","CD22 molecule",3.81633268862959,6.13627164308269,10.1154918255166,5.31839982862491e-11,1.91699822394275e-09,15.1952559027564
"1048","204587_at","SLC25A14","9016","solute carrier family 25 member 14",-0.586747384696452,4.64340122991049,-1.54968866061038,0.132106321903862,0.160057989653629,-5.74726933160837
"1049","204588_s_at","SLC7A7","9056","solute carrier family 7 member 7",-2.37214428041756,6.01503325028975,-6.07753174788503,1.30963515481367e-06,8.17491350909332e-06,5.19904004434909
"1050","204589_at","NUAK1","9891","NUAK family kinase 1",-0.580225382254381,3.67968253880866,-1.33713873551255,0.191614505873065,0.223698022038625,-6.04025394958005
"1051","204610_s_at","CCDC85B","11007","coiled-coil domain containing 85B",-1.8505991789945,5.28345984801926,-5.93175098942042,1.95175607106441e-06,1.14026617350029e-05,4.80465755116626
"1052","204613_at","PLCG2","5336","phospholipase C gamma 2",3.39054744581637,8.63837459146181,11.8507716997428,1.30003547583137e-12,1.0710700440676e-10,18.827544318067
"1053","204638_at","ACP5","54","acid phosphatase 5, tartrate resistant",-1.53856500616116,5.11176163064687,-3.43709695293417,0.00180440991551216,0.00360900273267484,-1.86301394266531
"1054","204639_at","ADA","100","adenosine deaminase",2.39319287283974,7.56569301595634,6.6329712930202,2.90992956232998e-07,2.41715753973789e-06,6.68750395027907
"1055","204661_at","CD52","1043","CD52 molecule",0.608740817394233,4.8907528081209,1.66917503671677,0.105889112891328,0.13064619460339,-5.56656742670596
"1056","204671_s_at","ANKRD6","22881","ankyrin repeat domain 6",-0.139397164830103,2.45701606168635,-0.434808569568827,0.666933196770848,0.694815307190688,-6.83242654372809
"1057","204674_at","LRMP","4033","lymphoid restricted membrane protein",6.21701785554967,6.16115291568481,16.4037449360339,3.56814878095816e-16,1.80057707859101e-13,26.6852369805986
"1058","204675_at","SRD5A1","6715","steroid 5 alpha-reductase 1",0.812071214270388,4.76221781347828,1.67456052816029,0.104817608165224,0.129482461494189,-5.55816129322376
"1059","204682_at","LTBP2","4053","latent transforming growth factor beta binding protein 2",-1.30638451011044,4.51142782367286,-3.27980051469106,0.00271289284447585,0.00510818489419264,-2.25091794814687
"1060","204698_at","ISG20","3669","interferon stimulated exonuclease gene 20",0.250177098402462,8.29894785745276,0.780980811978179,0.44116882919624,0.478634389536474,-6.61971564788746
"1061","204700_x_at","UTP25","27042","UTP25 small subunit processor component",-0.0197609485633996,3.50322639745369,-0.0415746798494964,0.96712385326897,0.969766268168612,-6.92810576617302
"1062","204709_s_at","KIF23","9493","kinesin family member 23",1.87995192460961,2.64163996837304,5.37526532870308,9.05429575296181e-06,4.03558975252959e-05,3.29042139240895
"1063","204730_at","RIMS3","9783","regulating synaptic membrane exocytosis 3",-0.417142468680545,4.00885082113292,-1.03822037191888,0.307782156417904,0.344664789309037,-6.38677028341968
"1064","204735_at","PDE4A","5141","phosphodiesterase 4A",-1.70385339682171,3.64648150634081,-4.14844682448794,0.000268668784820173,0.000711690212807767,-0.0288323553028675
"1065","204744_s_at","IARS","3376","isoleucyl-tRNA synthetase",1.92807975730509,7.58771068127758,3.47807309809467,0.00162100790250373,0.00330005491800684,-1.7607155874938
"1066","204745_x_at","MT1G","4495","metallothionein 1G",-1.9905529101574,5.44548381672851,-4.0473863066689,0.000353795792445252,0.000894908279512206,-0.295759459993012
"1067","204752_x_at","PARP2","10038","poly(ADP-ribose) polymerase 2",0.879045329023401,4.00120731873757,2.70162398469999,0.0114262219980556,0.0178099066433014,-3.59808239499334
"1068","204759_at","RCBTB2","1102","RCC1 and BTB domain containing protein 2",2.69813656530193,3.68252360462502,7.84068586711778,1.23604063251682e-08,1.71474090497264e-07,9.81610432830226
"1069","204777_s_at","MAL","4118","mal, T cell differentiation protein",-2.83885440454336,5.49269987734127,-5.80750647977954,2.74534453891886e-06,1.50788515695448e-05,4.46760261046013
"1070","204780_s_at","FAS","355","Fas cell surface death receptor",-0.072853237344769,4.71460953841171,-0.124616307108601,0.901690663137786,0.910714337524954,-6.92103564829296
"1071","204787_at","VSIG4","11326","V-set and immunoglobulin domain containing 4",-1.2562280305523,3.4711743049945,-1.923238172954,0.064359397696909,0.0834724653089766,-5.14647692544834
"1072","204802_at","RRAD","6236","RRAD, Ras related glycolysis inhibitor and calcium channel regulator",-3.65467080563876,4.6565723577748,-4.58156512648787,8.17041628100882e-05,0.000257224886106337,1.13088899827161
"1073","204806_x_at","HLA-F","3134","major histocompatibility complex, class I, F",-1.76797247621206,5.64908573054238,-6.08036564621416,1.29953690438292e-06,8.13978313749716e-06,5.2066935981644
"1074","204808_s_at","RXYLT1","10329","ribitol xylosyltransferase 1",-0.196192057524772,5.09729696204505,-0.554364153440235,0.583597396561965,0.616104259916489,-6.7723443732163
"1075","204809_at","CLPX","10845","caseinolytic mitochondrial matrix peptidase chaperone subunit",0.943448291112103,3.24026212353265,2.47788603682884,0.0193107308945424,0.028337848281086,-4.07884457960707
"1076","204825_at","MELK","9833","maternal embryonic leucine zipper kinase",0.764975641467861,5.79429171909629,1.73043222931144,0.0942269053543566,0.117659763970163,-5.46964801423847
"1077","204834_at","FGL2","10875","fibrinogen like 2",-1.93050377393902,5.59020041982413,-4.51283925303084,9.87794231233348e-05,0.000302788558199622,0.945480782767891
"1078","204836_at","GLDC","2731","glycine decarboxylase",-1.52381809676028,3.93331661901683,-3.13502677031296,0.00392629934949769,0.00702280481786538,-2.60063268651326
"1079","204837_at","MTMR9","66036","myotubularin related protein 9",1.04089191357375,5.31079464223271,2.52831722812373,0.0171870599641772,0.025565276741114,-3.97274815272424
"1080","204839_at","POP5","51367","POP5 homolog, ribonuclease P/MRP subunit",-0.701312926545337,5.53295337982767,-1.81279442415944,0.080270914718562,0.101775654120237,-5.33490277945559
"1081","204847_at","ZBTB11","27107","zinc finger and BTB domain containing 11",1.50039185251614,2.28018889236712,5.23832456066133,1.32332890617303e-05,5.51318761013468e-05,2.91675532889647
"1082","204849_at","TCFL5","10732","transcription factor like 5",1.5223789816438,2.85553753086121,4.18323963151661,0.000244314391206054,0.000655782710969973,0.0634391779912979
"1083","204851_s_at","DCX","1641","doublecortin",0.288606203199983,2.87136039062562,0.764735058153322,0.450633234271127,0.487722886528831,-6.63232079861975
"1084","204852_s_at","PTPN7","5778","protein tyrosine phosphatase non-receptor type 7",1.8433964388697,5.14201106001487,5.88148267146669,2.24038536787516e-06,1.27746267374463e-05,4.66838301608817
"1085","204861_s_at","NAIP","4671","NLR family apoptosis inhibitory protein",0.359172001227513,4.57304754763368,0.870085881994563,0.391428023011154,0.428934562675361,-6.54608351294925
"1086","204862_s_at","NME3","4832","NME/NM23 nucleoside diphosphate kinase 3",-2.20212419984032,5.61902588573121,-7.10439747159629,8.31237470907359e-08,8.58236744259081e-07,7.9284570106458
"1087","204867_at","GCHFR","2644","GTP cyclohydrolase I feedback regulator",1.54761441414168,4.75109944585933,4.82867957814229,4.12237048865086e-05,0.00014483907452292,1.80055492706944
"1088","204872_at","TLE4","7091","TLE family member 4, transcriptional corepressor",2.10058083399937,4.20886947466962,7.09784577110708,8.4569811877861e-08,8.665186054592e-07,7.91137268682314
"1089","204887_s_at","PLK4","10733","polo like kinase 4",1.20851651309959,3.20711187912619,4.28385249534097,0.000185487217934706,0.000520369630856434,0.331253665389922
"1090","204892_x_at","EEF1A1","1915","eukaryotic translation elongation factor 1 alpha 1",0.25920708714526,11.104888765124,0.681505218409669,0.500980707262399,0.536746049686387,-6.69289418884617
"1091","204897_at","PTGER4","5734","prostaglandin E receptor 4",-2.36819888932202,4.40896236893802,-4.97954889459222,2.7128585721322e-05,0.000101262701463276,2.21108026862342
"1092","204900_x_at","SAP30","8819","Sin3A associated protein 30",-0.525299810070432,5.1344277090654,-1.10577816945854,0.277949149149378,0.314925825179915,-6.31541433344321
"1093","204904_at","GJA4","2701","gap junction protein alpha 4",-1.56436777686198,5.32597627578174,-2.90498066046801,0.00697605869096992,0.0116277245811088,-3.14005294343713
"1094","204912_at","IL10RA","3587","interleukin 10 receptor subunit alpha",-1.02994796045314,7.49332313730986,-2.10068004141343,0.0445147881960728,0.0597626205346012,-4.82604654881008
"1095","204924_at","TLR2","7097","toll like receptor 2",-1.24943582836752,4.81298001162545,-2.95542700031368,0.00615871754265349,0.0104115338022161,-3.02359840367871
"1096","204929_s_at","VAMP5","10791","vesicle associated membrane protein 5",-1.91029903745804,5.93672113240364,-4.61390613629473,7.47172862879163e-05,0.000239581957700014,1.21828062115836
"1097","204937_s_at","ZNF274","10782","zinc finger protein 274",1.06589552350005,3.83739767906558,3.24427084889341,0.00297209085533468,0.00553173387873957,-2.33742162894936
"1098","204950_at","CARD8","22900","caspase recruitment domain family member 8",1.31857426711287,4.95375313323901,3.45141711626983,0.00173814387979119,0.00349977907861641,-1.82731930462485
"1099","204971_at","CSTA","1475","cystatin A",-5.48929959454896,6.3854588828222,-7.71415720373008,1.70695716457501e-08,2.2228987333514e-07,9.49646082130737
"1100","204981_at","SLC22A18","5002","solute carrier family 22 member 18",-2.26179115808995,5.45884994542761,-6.35801634007326,6.10635162996294e-07,4.43369451981302e-06,5.95379809610413
"1101","204999_s_at","ATF5","22809","activating transcription factor 5",-0.82128222832794,6.25512512939446,-1.26824439832447,0.214839253345421,0.248654261971177,-6.12708134575878
"1102","205000_at","DDX3Y","8653","DEAD-box helicase 3 Y-linked",1.34856562600735,3.76725583789852,2.48412269859849,0.0190356095914164,0.0279849803060991,-4.0657982810378
"1103","205006_s_at","NMT2","9397","N-myristoyltransferase 2",-1.0454617246785,2.38519453023252,-3.36974857367779,0.00215020881497368,0.00417332418781254,-2.03005582461333
"1104","205022_s_at","FOXN3","1112","forkhead box N3",1.76075756430721,5.46924771186485,4.04080375876642,0.000360180550817353,0.000909348895340622,-0.313086503188388
"1105","205024_s_at","RAD51","5888","RAD51 recombinase",1.24803523197374,5.12398907437972,3.37600752502649,0.00211555230148935,0.00411193290376145,-2.01459087817912
"1106","205027_s_at","MAP3K8","1326","mitogen-activated protein kinase kinase kinase 8",1.91027112343654,3.00268025235138,5.21582502375877,1.40852068157327e-05,5.83798561756805e-05,2.85536194668398
"1107","205040_at","ORM1","5004","orosomucoid 1",-0.600343632852423,3.5324914896111,-1.01082642884376,0.320493795942548,0.357412556414383,-6.41451662721759
"1108","205047_s_at","ASNS","440","asparagine synthetase (glutamine-hydrolyzing)",1.38796220408147,3.46719325843928,3.44384138941137,0.00177290157619069,0.00355902718203969,-1.84621024753846
"1109","205053_at","PRIM1","5557","DNA primase subunit 1",0.710499266131459,4.79589717676302,1.3024458888587,0.203055159239703,0.235894583554153,-6.08448692352186
"1110","205055_at","ITGAE","3682","integrin subunit alpha E",1.90201459582166,7.97418782077176,5.71597063839246,3.53200055026243e-06,1.85177743135187e-05,4.21881558184259
"1111","205061_s_at","EXOSC9","5393","exosome component 9",0.560159597422426,4.18176492805526,1.54634155333315,0.132911042485946,0.160936376279473,-5.75216906622882
"1112","205070_at","ING3","54556","inhibitor of growth family member 3",1.88787518909888,3.63837799812673,4.71581432914775,5.63582619816363e-05,0.000189598586349888,1.49418530752743
"1113","205077_s_at","PIGF","5281","phosphatidylinositol glycan anchor biosynthesis class F",-0.239054822411588,5.97723183358745,-0.489374578377716,0.628272910156705,0.65708231562244,-6.80677614545433
"1114","205081_at","CRIP1","1396","cysteine rich protein 1",-1.20179800563911,7.84063983453443,-2.73287778042442,0.010602055920113,0.0166538909531113,-3.52893068320749
